,Symbol,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type
84,KO,KOUMETTIS NIKOLAOS,Europe OU President,"Jun 04, 2021",$55.89,55392,3095748,115011,"Jun 07, 2021, 03:17 PM",sell
85,SQBG,STEWART MARTHA,10% Owner,"Jun 04, 2021",$10.74,3000,32221,204262,"Jun 07, 2021, 03:01 PM",sell
86,QMCO,Moorehead Lewis W.,Chief Accounting Officer,"Jun 04, 2021",$7.15,8077,57788,196780,"Jun 07, 2021, 02:55 PM",sell
87,QMCO,DODSON J MICHAEL,"Senior Vice President, CFO","Jun 04, 2021",$7.15,19719,141082,834151,"Jun 07, 2021, 02:55 PM",sell
88,SJI,HARTNETT-DEVLIN SHEILA,Director,"Jun 04, 2021",$27.59,5256,145013,18523,"Jun 07, 2021, 02:50 PM",sell
89,CAT,Creed Joseph E,Group President,"Jun 04, 2021",$245.12,7699,1887179,6047,"Jun 07, 2021, 02:30 PM",sell
90,CLNE,TOTAL MARKETING SERVICES S.A.S.,10% Owner,"Jun 03, 2021",$9.25,500000,4627400,46829836,"Jun 07, 2021, 02:30 PM",sell
91,CLNE,TOTAL MARKETING SERVICES S.A.S.,10% Owner,"Jun 04, 2021",$9.94,34831,346286,46795005,"Jun 07, 2021, 02:30 PM",sell
92,SMP,SILLS ARTHUR S,Director Emeritus,"Jun 04, 2021",$47.48,5000,237400,320675,"Jun 07, 2021, 02:25 PM",sell
93,SMP,Tesoro Thomas,SVP Human Resources,"Jun 04, 2021",$47.50,3000,142500,23229,"Jun 07, 2021, 02:13 PM",sell
94,CSSE,NEWMARK L AMY,Director,"Jun 04, 2021",$34.88,3000,104640,33780,"Jun 07, 2021, 02:02 PM",sell
95,CSSE,NEWMARK L AMY,Director,"Jun 03, 2021",$28.60,2009,57457,3545,"Jun 07, 2021, 02:02 PM",sell
96,OFC,JACOBSTEIN DAVID M,Director,"Jun 04, 2021",$28.07,4000,112281,9567,"Jun 07, 2021, 01:36 PM",sell
97,RMD,PENDARVIS DAVID,Chief Administrative Officer,"Jun 03, 2021",$207.00,1487,307809,126387,"Jun 07, 2021, 01:10 PM",sell
98,DCI,OBERTON WILLARD D,Director,"Jun 04, 2021",$64.20,10000,642000,22211,"Jun 07, 2021, 01:09 PM",sell
99,NROM,Stiller Robert P,10% Owner,"Jun 04, 2021",$0.45,25466,11460,2622775,"Jun 07, 2021, 01:08 PM",sell
100,SCHW,Schwab Charles R.,Chairman,"Jun 07, 2021",$75.43,28000,2112096,32135256,"Jun 07, 2021, 01:01 PM",sell
